timestamp,posture,angle
1775664244.920782,Good Posture,170
1775664244.986839,Good Posture,170
1775664245.054028,Good Posture,170
1775664245.12269,Good Posture,170
1775664245.18708,Good Posture,170
1775664245.254818,Good Posture,170
1775664245.321044,Good Posture,170
1775664245.3868392,Good Posture,170
1775664245.4540238,Good Posture,170
1775664245.5207539,Good Posture,170
1775664245.588356,Good Posture,170
1775664245.669621,Good Posture,170
1775664245.7574542,Good Posture,170
1775664245.854505,Good Posture,170
1775664245.9548328,Good Posture,170
1775664246.01919,Good Posture,170
1775664246.090644,Good Posture,170
1775664246.154913,Good Posture,170
1775664246.22398,Good Posture,171
1775664246.3221009,Good Posture,172
1775664246.39027,Good Posture,174
1775664246.4917572,Good Posture,176
1775664246.555101,Good Posture,171
1775664246.621553,Good Posture,167
1775664246.686718,Good Posture,169
1775664246.757521,Good Posture,168
1775664246.8216891,Good Posture,168
1775664246.89089,Good Posture,167
1775664246.9560661,Good Posture,168
1775664247.0235531,Good Posture,169
1775664247.0900931,Good Posture,172
1775664247.156613,Good Posture,173
1775664247.2247832,Good Posture,179
1775664247.288703,Good Posture,179
1775664247.357928,Good Posture,179
1775664247.422295,Good Posture,178
1775664247.490577,Good Posture,178
1775664247.55684,Good Posture,176
1775664247.623866,Good Posture,177
1775664247.6870348,Good Posture,178
1775664247.7560802,Good Posture,179
1775664247.82446,Good Posture,176
1775664247.888345,Good Posture,172
1775664247.957322,Good Posture,170
1775664248.023884,Good Posture,168
1775664248.090616,Good Posture,166
1775664248.154169,Good Posture,165
1775664248.221604,Good Posture,166
1775664248.2899709,Good Posture,166
1775664248.355263,Good Posture,166
1775664248.421531,Good Posture,165
1775664248.488668,Slouching,163
1775664248.555616,Slouching,163
1775664248.623531,Slouching,163
1775664248.6891189,Slouching,164
1775664248.755677,Good Posture,165
1775664248.822315,Good Posture,166
1775664248.88896,Good Posture,167
1775664248.955659,Good Posture,168
1775664249.022353,Good Posture,169
1775664249.0892,Good Posture,171
1775664249.155197,Good Posture,177
1775664249.222659,Good Posture,175
1775664249.2891588,Good Posture,174
1775664249.355862,Good Posture,170
1775664249.424696,Good Posture,169
1775664249.491055,Good Posture,169
1775664249.558368,Good Posture,168
1775664249.624133,Good Posture,166
1775664249.689003,Good Posture,166
1775664249.7600582,Slouching,161
1775664249.822915,Slouching,164
1775664249.893302,Slouching,148
1775664249.956028,Slouching,160
1775664250.026659,Slouching,162
1775664250.0913038,Slouching,160
1775664250.158286,Slouching,162
1775664250.2251751,Slouching,162
1775664250.291331,Good Posture,168
1775664250.358349,Good Posture,168
1775664250.424491,Good Posture,168
1775664250.49119,Good Posture,168
1775664250.558392,Good Posture,168
1775664250.622582,Good Posture,169
1775664250.69328,Good Posture,168
1775664250.757154,Good Posture,172
1775664250.826889,Good Posture,170
1775664250.8905,Good Posture,170
1775664250.959245,Good Posture,169
1775664251.025013,Good Posture,171
1775664251.092438,Good Posture,166
1775664251.158365,Good Posture,167
1775664251.2225878,Good Posture,169
1775664251.2922869,Good Posture,169
1775664251.356503,Good Posture,168
1775664251.423062,Good Posture,167
1775664251.494545,Good Posture,166
1775664251.594187,Good Posture,166
1775664251.6574001,Good Posture,167
1775664251.726922,Good Posture,166
1775664251.790061,Good Posture,166
1775664251.85969,Good Posture,165
1775664251.923828,Good Posture,166
1775664251.9929879,Good Posture,165
1775664252.05719,Good Posture,165
1775664252.1270468,Good Posture,165
1775664252.191,Good Posture,165
1775664252.2609742,Good Posture,165
1775664252.324209,Good Posture,165
1775664252.394285,Good Posture,165
1775664252.492235,Good Posture,165
1775664252.559981,Good Posture,165
1775664252.624264,Good Posture,165
1775664252.692765,Good Posture,165
1775664252.758603,Good Posture,165
1775664252.826897,Good Posture,165
1775664252.8917289,Good Posture,165
1775664252.960608,Good Posture,165
1775664253.026867,Good Posture,165
1775664253.09142,Good Posture,165
1775664253.1565871,Good Posture,165
1775664253.224509,Good Posture,166
1775664253.290501,Good Posture,166
1775664253.369683,Good Posture,166
1775664253.4697542,Good Posture,166
1775664253.564113,Good Posture,166
1775664253.657158,Good Posture,166
1775664253.724116,Good Posture,166
1775664253.790442,Good Posture,166
1775664253.8584409,Good Posture,165
1775664253.9264572,Good Posture,165
1775664253.99129,Good Posture,165
1775664254.060713,Good Posture,165
1775664254.124456,Good Posture,165
1775664254.195194,Good Posture,165
1775664254.259207,Good Posture,165
1775664254.3274891,Good Posture,166
1775664254.4314198,Good Posture,166
1775664254.528885,Good Posture,166
1775664254.5944479,Good Posture,166
1775664254.658896,Good Posture,166
1775664254.7279081,Good Posture,166
1775664254.7924101,Good Posture,166
1775664254.8619552,Good Posture,167
1775664254.925919,Good Posture,167
1775664254.9945788,Good Posture,167
1775664255.060398,Good Posture,166
1775664255.127629,Good Posture,165
1775664255.193894,Good Posture,168
1775664255.258371,Good Posture,167
1775664255.328664,Good Posture,171
1775664255.3931851,Slouching,164
1775664255.461257,Slouching,160
1775664255.612905,Slouching,160
1775664255.6959329,Slouching,157
1775664255.759996,Slouching,155
1775664255.828686,Slouching,155
1775664255.8932638,Slouching,155
1775664255.962432,Slouching,154
1775664256.026614,Slouching,154
1775664256.095602,Slouching,154
1775664256.1611688,Slouching,156
1775664256.228728,Slouching,164
1775664256.294274,Good Posture,165
1775664256.3614998,Slouching,164
1775664256.428001,Slouching,158
1775664256.493932,Slouching,156
1775664256.561644,Slouching,152
1775664256.628066,Slouching,151
1775664256.695161,Slouching,153
1775664256.760467,Slouching,151
1775664256.8290272,Slouching,153
1775664256.891906,Slouching,154
1775664256.962076,Slouching,157
1775664257.026518,Slouching,157
1775664257.0960388,Slouching,157
1775664257.160532,Slouching,158
1775664257.2280178,Slouching,157
1775664257.2931561,Slouching,157
1775664257.3619552,Slouching,157
1775664257.427117,Slouching,158
1775664257.496466,Slouching,156
1775664257.563095,Slouching,156
1775664257.6294029,Slouching,156
1775664257.694581,Slouching,153
1775664257.7619789,Slouching,155
1775664257.828564,Slouching,152
1775664257.8957598,Slouching,152
1775664257.960991,Slouching,152
1775664258.029124,Slouching,151
1775664258.095165,Slouching,151
1775664258.1613839,Slouching,151
1775664258.2308118,Slouching,154
1775664258.330842,Slouching,154
1775664258.431199,Slouching,155
1775664258.53184,Slouching,153
1775664258.631593,Slouching,152
1775664258.693599,Slouching,152
1775664258.764446,Slouching,151
1775664258.8277109,Slouching,152
1775664258.896508,Slouching,151
1775664258.96092,Slouching,151
1775664259.031214,Slouching,150
1775664259.094687,Slouching,150
1775664259.165531,Slouching,150
1775664259.264608,Slouching,151
1775664259.3284311,Slouching,151
1775664259.397343,Slouching,151
1775664259.461778,Slouching,154
1775664259.5307589,Slouching,154
1775664259.595149,Slouching,154
1775664259.664085,Slouching,154
1775664259.728767,Slouching,154
1775664259.797583,Slouching,154
1775664259.8620312,Slouching,154
